NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
FORMATION OF A POOL OF FREE 40S SUBUNITS%REACTOME DATABASE ID RELEASE 83%72689	FORMATION OF A POOL OF FREE 40S SUBUNITS%REACTOME DATABASE ID RELEASE 83%72689	Details ...	95	-0.6462967	-2.3667836	0.0	0.0	0.0	3856	tags=75%, list=29%, signal=105%	
PROTEIN SYNTHESIS: LYSINE%SMPDB%SMP0111874	PROTEIN SYNTHESIS: LYSINE%SMPDB%SMP0111874	Details ...	78	-0.6501166	-2.3537939	0.0	0.0	0.0	3949	tags=81%, list=30%, signal=115%	
PROTEIN SYNTHESIS: THREONINE%PATHWHIZ%PW120525	PROTEIN SYNTHESIS: THREONINE%PATHWHIZ%PW120525	Details ...	78	-0.64998937	-2.3497398	0.0	0.0	0.0	3949	tags=81%, list=30%, signal=115%	
PROTEIN SYNTHESIS: GLUTAMINE%SMPDB%SMP0111862	PROTEIN SYNTHESIS: GLUTAMINE%SMPDB%SMP0111862	Details ...	78	-0.64927465	-2.3470726	0.0	0.0	0.0	3949	tags=81%, list=30%, signal=115%	
EUKARYOTIC TRANSLATION ELONGATION%REACTOME%R-HSA-156842.2	EUKARYOTIC TRANSLATION ELONGATION%REACTOME%R-HSA-156842.2	Details ...	86	-0.6420995	-2.3440766	0.0	0.0	0.0	3949	tags=77%, list=30%, signal=109%	
PROTEIN SYNTHESIS: TYROSINE%PATHWHIZ%PW120527	PROTEIN SYNTHESIS: TYROSINE%PATHWHIZ%PW120527	Details ...	78	-0.64373195	-2.3291066	0.0	0.0	0.0	3949	tags=79%, list=30%, signal=113%	
PROTEIN SYNTHESIS: TRYPTOPHAN%PATHWHIZ%PW120526	PROTEIN SYNTHESIS: TRYPTOPHAN%PATHWHIZ%PW120526	Details ...	78	-0.6496768	-2.3172226	0.0	0.0	0.0	3949	tags=81%, list=30%, signal=115%	
PROTEIN SYNTHESIS: HISTIDINE%PATHWHIZ%PW112929	PROTEIN SYNTHESIS: HISTIDINE%PATHWHIZ%PW112929	Details ...	78	-0.64752996	-2.312031	0.0	0.0	0.0	3949	tags=79%, list=30%, signal=113%	
PROTEIN SYNTHESIS: ISOLEUCINE%SMPDB%SMP0111872	PROTEIN SYNTHESIS: ISOLEUCINE%SMPDB%SMP0111872	Details ...	78	-0.6472514	-2.311855	0.0	0.0	0.0	3949	tags=79%, list=30%, signal=113%	
PEPTIDE CHAIN ELONGATION%REACTOME DATABASE ID RELEASE 83%156902	PEPTIDE CHAIN ELONGATION%REACTOME DATABASE ID RELEASE 83%156902	Details ...	83	-0.6400873	-2.3083427	0.0	0.0	0.0	3949	tags=77%, list=30%, signal=109%	
